Document_No,Expected_Issues
2310000328,NO_ISSUE
2610000329,NO_ISSUE
2610000330,NO_ISSUE
2310000331,NO_ISSUE
1100000332,NO_ISSUE
2310000333,NO_ISSUE
2310000334,NO_ISSUE
2610000335,NO_ISSUE
2510000336,NO_ISSUE
2510000337,NO_ISSUE
2610000338,NO_ISSUE
2510000339,NO_ISSUE
2510000340,NO_ISSUE
2510000341,NO_ISSUE
2510000342,NO_ISSUE
2510000343,NO_ISSUE
2510000344,NO_ISSUE
2310000345,NO_ISSUE
2310000346,NO_ISSUE
2310000347,NO_ISSUE
2310000348,NO_ISSUE
2610000349,NO_ISSUE
2510000350,NO_ISSUE
2510000351,NO_ISSUE
2610000352,NO_ISSUE
2510000353,NO_ISSUE
1100000354,NO_ISSUE
1100000355,NO_ISSUE
2310000356,NO_ISSUE
2510000357,NO_ISSUE
2510000358,NO_ISSUE
1100000359,NO_ISSUE
2610000360,NO_ISSUE
2510000361,NO_ISSUE
1100000362,NO_ISSUE
1100000363,NO_ISSUE
2510000364,NO_ISSUE
1100000365,NO_ISSUE
2310000366,NO_ISSUE
2310000367,NO_ISSUE
2510000368,NO_ISSUE
2310000369,NO_ISSUE
2510000370,NO_ISSUE
2510000371,NO_ISSUE
2510000372,NO_ISSUE
2310000373,NO_ISSUE
2510000374,NO_ISSUE
2510000375,NO_ISSUE
2310000376,NO_ISSUE
2510000377,NO_ISSUE
1100000378,NO_ISSUE
1100000379,NO_ISSUE
2610000380,NO_ISSUE
1100000381,NO_ISSUE
2510000382,NO_ISSUE
2310000383,NO_ISSUE
2510000384,NO_ISSUE
2310000385,NO_ISSUE
2310000386,NO_ISSUE
2510000387,NO_ISSUE
2310000388,NO_ISSUE
2510000389,NO_ISSUE
2510000390,NO_ISSUE
2510000391,NO_ISSUE
2310000392,NO_ISSUE
1100000393,NO_ISSUE
2610000394,NO_ISSUE
2610000395,NO_ISSUE
2510000396,NO_ISSUE
2610000397,NO_ISSUE
2510000398,NO_ISSUE
1100000399,NO_ISSUE
2510000400,NO_ISSUE
2610000401,NO_ISSUE
2510000402,NO_ISSUE
2510000403,NO_ISSUE
2510000404,NO_ISSUE
1100000405,NO_ISSUE
2510000406,NO_ISSUE
1100000407,NO_ISSUE
2310000408,NO_ISSUE
2510000409,NO_ISSUE
1100000410,NO_ISSUE
2510000411,NO_ISSUE
1100000412,NO_ISSUE
2510000413,NO_ISSUE
2510000414,NO_ISSUE
2510000415,NO_ISSUE
1100000416,NO_ISSUE
2310000417,NO_ISSUE
2610000418,NO_ISSUE
2510000419,NO_ISSUE
1100000420,NO_ISSUE
2610000421,NO_ISSUE
2510000422,NO_ISSUE
2510000423,NO_ISSUE
2510000424,NO_ISSUE
2610000425,NO_ISSUE
2510000426,NO_ISSUE
2610000427,NO_ISSUE
2510000428,NO_ISSUE
2510000429,NO_ISSUE
2510000430,NO_ISSUE
2610000431,NO_ISSUE
2510000432,NO_ISSUE
2510000433,NO_ISSUE
2510000434,NO_ISSUE
2510000435,NO_ISSUE
2610000436,NO_ISSUE
2310000437,NO_ISSUE
2510000438,NO_ISSUE
2610000439,NO_ISSUE
2310000440,NO_ISSUE
2310000441,NO_ISSUE
1100000442,NO_ISSUE
2510000443,NO_ISSUE
2610000444,NO_ISSUE
2310000445,NO_ISSUE
2310000446,NO_ISSUE
2510000447,NO_ISSUE
2510000448,NO_ISSUE
2310000449,NO_ISSUE
2610000450,NO_ISSUE
2510000451,NO_ISSUE
2610000452,NO_ISSUE
2610000453,NO_ISSUE
2610000454,NO_ISSUE
2510000455,NO_ISSUE
2510000456,NO_ISSUE
2310000457,NO_ISSUE
1100000458,NO_ISSUE
2610000459,NO_ISSUE
2510000460,NO_ISSUE
2310000461,NO_ISSUE
2310000462,NO_ISSUE
1100000463,NO_ISSUE
2510000464,NO_ISSUE
2510000465,NO_ISSUE
2610000466,NO_ISSUE
1100000467,NO_ISSUE
2510000468,NO_ISSUE
2310000469,NO_ISSUE
2510000470,NO_ISSUE
2310000471,NO_ISSUE
2510000472,NO_ISSUE
2610000473,NO_ISSUE
1100000474,NO_ISSUE
2610000475,NO_ISSUE
2510000476,NO_ISSUE
1100000477,NO_ISSUE
2510000478,NO_ISSUE
1100000479,NO_ISSUE
2310000480,NO_ISSUE
2610000481,NO_ISSUE
2610000482,NO_ISSUE
2610000483,NO_ISSUE
2510000484,NO_ISSUE
1100000485,NO_ISSUE
2610000486,NO_ISSUE
2510000487,NO_ISSUE
2610000488,NO_ISSUE
2510000489,NO_ISSUE
2510000490,NO_ISSUE
2510000491,NO_ISSUE
2510000492,NO_ISSUE
2510000493,NO_ISSUE
1100000494,NO_ISSUE
2510000495,NO_ISSUE
1100000496,NO_ISSUE
2610000497,NO_ISSUE
2510000498,NO_ISSUE
2510000499,NO_ISSUE
2310000500,NO_ISSUE
2510000501,NO_ISSUE
2610000502,NO_ISSUE
2510000503,NO_ISSUE
1100000504,NO_ISSUE
2310000505,NO_ISSUE
2510000506,NO_ISSUE
2310000507,NO_ISSUE
2510000508,NO_ISSUE
2610000509,NO_ISSUE
1100000510,NO_ISSUE
2510000511,NO_ISSUE
2510000512,NO_ISSUE
2610000513,NO_ISSUE
2310000514,NO_ISSUE
2510000515,NO_ISSUE
2310000516,NO_ISSUE
2310000517,NO_ISSUE
2510000518,NO_ISSUE
2610000519,NO_ISSUE
2510000520,NO_ISSUE
2510000521,NO_ISSUE
1100000522,NO_ISSUE
2510000523,NO_ISSUE
2310000524,NO_ISSUE
1100000525,NO_ISSUE
1100000526,NO_ISSUE
2310000527,NO_ISSUE
2310000528,NO_ISSUE
2510000529,NO_ISSUE
2610000530,NO_ISSUE
2510000531,NO_ISSUE
1100000532,NO_ISSUE
2310000533,NO_ISSUE
2310000534,NO_ISSUE
2510000535,NO_ISSUE
2510000536,NO_ISSUE
1100000537,NO_ISSUE
2310000538,NO_ISSUE
2310000539,NO_ISSUE
2510000540,NO_ISSUE
2510000541,NO_ISSUE
2510000542,NO_ISSUE
2510000543,NO_ISSUE
1100000544,NO_ISSUE
2510000545,NO_ISSUE
2610000546,NO_ISSUE
2310000547,NO_ISSUE
1100000548,NO_ISSUE
2510000549,NO_ISSUE
2510000550,NO_ISSUE
2610000551,NO_ISSUE
2510000552,NO_ISSUE
2310000553,NO_ISSUE
2510000554,NO_ISSUE
2510000555,NO_ISSUE
2510000556,NO_ISSUE
2510000557,NO_ISSUE
2610000558,NO_ISSUE
1100000559,NO_ISSUE
2510000560,NO_ISSUE
2510000561,NO_ISSUE
2310000562,NO_ISSUE
2510000563,NO_ISSUE
2310000564,NO_ISSUE
2610000565,NO_ISSUE
2510000566,NO_ISSUE
1100000567,NO_ISSUE
2510000568,NO_ISSUE
2610000569,NO_ISSUE
2610000570,NO_ISSUE
2510000571,NO_ISSUE
2510000572,NO_ISSUE
2510000573,NO_ISSUE
2510000574,NO_ISSUE
2510000575,NO_ISSUE
2610000576,NO_ISSUE
1100000577,NO_ISSUE
2510000578,NO_ISSUE
2310000579,NO_ISSUE
2510000580,NO_ISSUE
2510000581,NO_ISSUE
2510000582,NO_ISSUE
2510000583,NO_ISSUE
2510000584,NO_ISSUE
2510000585,NO_ISSUE
2610000586,NO_ISSUE
2610000587,NO_ISSUE
1100000588,NO_ISSUE
2610000589,NO_ISSUE
2610000590,NO_ISSUE
2310000591,NO_ISSUE
2510000592,NO_ISSUE
2310000593,NO_ISSUE
1100000594,NO_ISSUE
1100000595,NO_ISSUE
2510000596,NO_ISSUE
2310000597,NO_ISSUE
2510000598,NO_ISSUE
2310000599,NO_ISSUE
2510000600,NO_ISSUE
2510000601,NO_ISSUE
2310000602,NO_ISSUE
1100000603,NO_ISSUE
2510000604,NO_ISSUE
2310000605,NO_ISSUE
2310000606,NO_ISSUE
2510000607,NO_ISSUE
2310000608,NO_ISSUE
2510000609,NO_ISSUE
2510000610,NO_ISSUE
2310000611,NO_ISSUE
2510000612,NO_ISSUE
2610000613,NO_ISSUE
1100000614,NO_ISSUE
2510000615,NO_ISSUE
2510000616,NO_ISSUE
2310000617,NO_ISSUE
2510000618,NO_ISSUE
2310000619,NO_ISSUE
2610000620,NO_ISSUE
2310000621,NO_ISSUE
2510000622,NO_ISSUE
2510000623,NO_ISSUE
2510000624,NO_ISSUE
2610000625,NO_ISSUE
2310000626,NO_ISSUE
2610000627,NO_ISSUE
2510000628,NO_ISSUE
1100000629,NO_ISSUE
1100000630,NO_ISSUE
2610000631,NO_ISSUE
2510000632,NO_ISSUE
2510000633,NO_ISSUE
2510000634,NO_ISSUE
2310000635,NO_ISSUE
2610000636,NO_ISSUE
2510000637,NO_ISSUE
2310000638,NO_ISSUE
2510000639,NO_ISSUE
2310000640,NO_ISSUE
2510000641,NO_ISSUE
2510000642,NO_ISSUE
2510000643,NO_ISSUE
2510000644,NO_ISSUE
2310000645,NO_ISSUE
2510000646,NO_ISSUE
2310000647,NO_ISSUE
2310000648,NO_ISSUE
2510000649,NO_ISSUE
2610000650,NO_ISSUE
2510000651,NO_ISSUE
2510000652,NO_ISSUE
1100000653,NO_ISSUE
2310000654,NO_ISSUE
2610000655,NO_ISSUE
2510000656,NO_ISSUE
2310000657,NO_ISSUE
2510000658,NO_ISSUE
2310000659,NO_ISSUE
1100000660,NO_ISSUE
2310000661,NO_ISSUE
2610000662,NO_ISSUE
2610000663,NO_ISSUE
2610000664,NO_ISSUE
2310000665,NO_ISSUE
1100000666,NO_ISSUE
2510000667,NO_ISSUE
2610000668,NO_ISSUE
2510000669,NO_ISSUE
2510000670,NO_ISSUE
1100000671,NO_ISSUE
1100000672,NO_ISSUE
2510000673,NO_ISSUE
1100000674,NO_ISSUE
2310000675,NO_ISSUE
2610000676,NO_ISSUE
2510000677,NO_ISSUE
1100000678,NO_ISSUE
1100000679,NO_ISSUE
2510000680,NO_ISSUE
2510000681,NO_ISSUE
2310000682,NO_ISSUE
1100000683,NO_ISSUE
2610000684,NO_ISSUE
2510000685,NO_ISSUE
2510000686,NO_ISSUE
2510000687,NO_ISSUE
2510000688,NO_ISSUE
2610000689,NO_ISSUE
2610000690,NO_ISSUE
1100000691,NO_ISSUE
2510000692,NO_ISSUE
2510000693,NO_ISSUE
2610000694,NO_ISSUE
2610000695,NO_ISSUE
2510000696,NO_ISSUE
2310000697,NO_ISSUE
2510000698,NO_ISSUE
2510000699,NO_ISSUE
1100000700,NO_ISSUE
2510000701,SHORT_TDS
2510000702,SHORT_TDS
2510000703,SHORT_TDS
2310000704,SHORT_TDS
2310000705,SHORT_TDS
2310000706,SHORT_TDS
2510000707,SHORT_TDS
2310000708,SHORT_TDS
2310000709,SHORT_TDS
2510000710,SHORT_TDS
2310000711,SHORT_TDS
2510000712,SHORT_TDS
2510000713,SHORT_TDS
2510000714,SHORT_TDS
2310000715,SHORT_TDS
2310000716,SHORT_TDS
2310000717,SHORT_TDS
2310000718,SHORT_TDS
2510000719,SHORT_TDS
2510000720,SHORT_TDS
2510000721,SHORT_TDS
2510000722,SHORT_TDS
2310000723,SHORT_TDS
2310000724,SHORT_TDS
2310000725,SHORT_TDS
2310000726,SHORT_TDS
2510000727,SHORT_TDS
2510000728,SHORT_TDS
2510000729,SHORT_TDS
2310000730,SHORT_TDS
2510000731,SHORT_TDS
2510000732,SHORT_TDS
2510000733,SHORT_TDS
2510000734,SHORT_TDS
2510000735,SHORT_TDS
2310000736,SHORT_TDS
2510000737,SHORT_TDS
2310000738,SHORT_TDS
2310000739,SHORT_TDS
2310000740,SHORT_TDS
2510000741,EXCESS_TDS
2510000742,EXCESS_TDS
2310000743,EXCESS_TDS
2510000744,EXCESS_TDS
2510000745,EXCESS_TDS
2510000746,EXCESS_TDS
2310000747,EXCESS_TDS
2310000748,EXCESS_TDS
2510000749,EXCESS_TDS
2510000750,EXCESS_TDS
2310000751,EXCESS_TDS
2310000752,EXCESS_TDS
2510000753,EXCESS_TDS
2310000754,EXCESS_TDS
2510000755,EXCESS_TDS
2310000756,EXCESS_TDS
2310000757,EXCESS_TDS
2510000758,EXCESS_TDS
2510000759,EXCESS_TDS
2310000760,EXCESS_TDS
2510000761,EXCESS_TDS
2310000762,EXCESS_TDS
2310000763,EXCESS_TDS
2510000764,EXCESS_TDS
2310000765,EXCESS_TDS
2510000766,EXCESS_TDS
2310000767,EXCESS_TDS
2310000768,EXCESS_TDS
2510000769,EXCESS_TDS
2310000770,EXCESS_TDS
2510000771,EXCESS_TDS
2310000772,EXCESS_TDS
2510000773,EXCESS_TDS
2310000774,EXCESS_TDS
2310000775,EXCESS_TDS
2310000776,NO_TDS_DEDUCTED
2310000777,NO_TDS_DEDUCTED
2310000778,NO_TDS_DEDUCTED
2310000779,NO_TDS_DEDUCTED
2510000780,NO_TDS_DEDUCTED
2510000781,NO_TDS_DEDUCTED
2310000782,NO_TDS_DEDUCTED
2510000783,NO_TDS_DEDUCTED
2310000784,NO_TDS_DEDUCTED
2510000785,NO_TDS_DEDUCTED
2510000786,NO_TDS_DEDUCTED
2310000787,NO_TDS_DEDUCTED
2510000788,NO_TDS_DEDUCTED
2310000789,NO_TDS_DEDUCTED
2310000790,NO_TDS_DEDUCTED
2310000791,NO_TDS_DEDUCTED
2510000792,NO_TDS_DEDUCTED
2510000793,NO_TDS_DEDUCTED
2310000794,NO_TDS_DEDUCTED
2310000795,NO_TDS_DEDUCTED
2510000796,NO_TDS_DEDUCTED
2510000797,NO_TDS_DEDUCTED
2510000798,NO_TDS_DEDUCTED
2510000799,NO_TDS_DEDUCTED
2310000800,NO_TDS_DEDUCTED
2510000801,NO_TDS_DEDUCTED
2510000802,NO_TDS_DEDUCTED
2310000803,NO_TDS_DEDUCTED
2310000804,NO_TDS_DEDUCTED
2510000805,NO_TDS_DEDUCTED
2310000806,NO_TDS_DEDUCTED
2310000807,NO_TDS_DEDUCTED
2310000808,NO_TDS_DEDUCTED
2310000809,NO_TDS_DEDUCTED
2310000810,NO_TDS_DEDUCTED
2510000811,NO_TDS_DEDUCTED
2510000812,NO_TDS_DEDUCTED
2510000813,NO_TDS_DEDUCTED
2310000814,NO_TDS_DEDUCTED
2510000815,NO_TDS_DEDUCTED
2510000816,WRONG_SECTION
2310000817,WRONG_SECTION
2310000818,WRONG_SECTION
2310000819,WRONG_SECTION
2510000820,WRONG_SECTION
2510000821,WRONG_SECTION
2310000822,WRONG_SECTION
2310000823,WRONG_SECTION
2310000824,WRONG_SECTION
2510000825,WRONG_SECTION
2510000826,WRONG_SECTION
2310000827,WRONG_SECTION
2510000828,WRONG_SECTION
2310000829,WRONG_SECTION
2510000830,WRONG_SECTION
2510000831,WRONG_SECTION
2510000832,WRONG_SECTION
2510000833,WRONG_SECTION
2510000834,WRONG_SECTION
2510000835,WRONG_SECTION
2510000836,WRONG_SECTION
2310000837,WRONG_SECTION
2510000838,WRONG_SECTION
2510000839,WRONG_SECTION
2510000840,WRONG_SECTION
2510000841,WRONG_SECTION
2310000842,WRONG_SECTION
2510000843,WRONG_SECTION
2510000844,WRONG_SECTION
2510000845,WRONG_SECTION
2310000846,WRONG_RATE
2310000847,WRONG_RATE
2310000848,WRONG_RATE
2510000849,WRONG_RATE
2510000850,WRONG_RATE
2310000851,WRONG_RATE
2310000852,WRONG_RATE
2510000853,WRONG_RATE
2310000854,WRONG_RATE
2310000855,WRONG_RATE
2310000856,WRONG_RATE
2310000857,WRONG_RATE
2310000858,WRONG_RATE
2310000859,WRONG_RATE
2510000860,WRONG_RATE
2310000861,WRONG_RATE
2510000862,WRONG_RATE
2510000863,WRONG_RATE
2510000864,WRONG_RATE
2310000865,WRONG_RATE
2310000866,WRONG_RATE
2510000867,WRONG_RATE
2510000868,WRONG_RATE
2310000869,WRONG_RATE
2310000870,WRONG_RATE
2310000871,WRONG_RATE
2510000872,WRONG_RATE
2510000873,WRONG_RATE
2310000874,WRONG_RATE
2310000875,WRONG_RATE
2510000876,TDS_NOT_APPLICABLE
2310000877,TDS_NOT_APPLICABLE
2310000878,TDS_NOT_APPLICABLE
2510000879,TDS_NOT_APPLICABLE
2310000880,TDS_NOT_APPLICABLE
2310000881,TDS_NOT_APPLICABLE
2510000882,TDS_NOT_APPLICABLE
2510000883,TDS_NOT_APPLICABLE
2510000884,TDS_NOT_APPLICABLE
2310000885,TDS_NOT_APPLICABLE
2310000886,TDS_NOT_APPLICABLE
2510000887,TDS_NOT_APPLICABLE
2310000888,TDS_NOT_APPLICABLE
2310000889,TDS_NOT_APPLICABLE
2510000890,TDS_NOT_APPLICABLE
2310000891,TDS_NOT_APPLICABLE
2510000892,TDS_NOT_APPLICABLE
2310000893,TDS_NOT_APPLICABLE
2310000894,TDS_NOT_APPLICABLE
2310000895,TDS_NOT_APPLICABLE
2310000896,TDS_NOT_APPLICABLE
2510000897,TDS_NOT_APPLICABLE
2310000898,TDS_NOT_APPLICABLE
2310000899,TDS_NOT_APPLICABLE
2510000900,TDS_NOT_APPLICABLE
2310000901,NO_ISSUE
2510000902,NO_ISSUE
2310000903,NO_ISSUE
2310000904,NO_ISSUE
2510000905,NO_ISSUE
2310000906,NO_ISSUE
2510000907,NO_ISSUE
2510000908,NO_ISSUE
2510000909,NO_ISSUE
2510000910,NO_ISSUE
2510000911,NO_ISSUE
2510000912,NO_ISSUE
2310000913,NO_ISSUE
2310000914,NO_ISSUE
2310000915,NO_ISSUE
2510000916,"PAN_MISSING,NO_TDS_DEDUCTED"
2510000917,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000918,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000919,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000920,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000921,"PAN_MISSING,NO_TDS_DEDUCTED"
2510000922,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000923,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000924,"PAN_MISSING,NO_TDS_DEDUCTED"
2510000925,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000926,"PAN_MISSING,NO_TDS_DEDUCTED"
2510000927,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000928,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000929,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000930,"PAN_MISSING,NO_TDS_DEDUCTED"
2510000931,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000932,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000933,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000934,"PAN_MISSING,NO_TDS_DEDUCTED"
2310000935,"PAN_MISSING,NO_TDS_DEDUCTED"
2510000936,"PAN_INVALID,PAN_MISSING_SHORT"
2510000937,"PAN_INVALID,PAN_MISSING_SHORT"
